"id","idhous00","age00","educat00","civsta00","nbadul00","nbkid00","aoldki00","ayouki00","region00","com2.00","sex","birthy","jan00","feb00","mar00","apr00","may00","jun00","jul00","aug00","sep00","oct00","nov00","dec00"
1614,36771,66,"apprenticeship","married",4,0,-3,-3,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Tourist communes","man",1934,"A","A","A","A","A","A","A","A","A","A","A","A"
1615,81621,34,"university, higher specialized school","married",2,2,4,2,"Zurich","Suburban communes","man",1966,"A","A","A","A","A","A","A","A","A","A","A","A"
1616,54801,41,"university, higher specialized school","married",2,2,12,9,"Lake Geneva (VD, VS, GE)","Suburban communes","man",1959,"B","B","B","B","B","B","B","B","B","B","B","B"
1617,33881,36,"apprenticeship","divorced",2,2,7,5,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Mixed agricultural communes","woman",1964,"C","C","C","C","D","D","D","C","C","C","C","C"
1618,93441,29,"vocational high education","married",2,0,-3,-3,"Central Switzerland  (LU, UR, SZ, OW, NW, ZG)","Peripheral urban communes","woman",1971,"A","A","A","A","A","A","A","A","A","A","A","A"
1619,99701,53,"apprenticeship","married",3,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Suburban communes","woman",1947,"C","C","C","C","C","C","C","C","C","C","C","C"
1620,98361,15,"incomplete compulsory school","single, never married",1,2,15,12,"Middleland (BE, FR, SO, NE, JU)","Suburban communes","woman",1985,"D","D","D","D","D","D","D","D","D","D","D","D"
1621,108951,54,"vocational high education","married",4,0,-3,-3,"North-west Switzerland  (BS, BL, AG)","Suburban communes","man",1946,"A","A","A","A","A","A","A","A","A","A","A","A"
1622,121131,45,"apprenticeship","married",2,1,11,11,"Middleland (BE, FR, SO, NE, JU)","Suburban communes","woman",1955,"B","B","B","B","B","B","B","B","B","B","A","A"
1623,71121,37,"apprenticeship","single, never married",2,0,-3,-3,"North-west Switzerland  (BS, BL, AG)","Centres","man",1963,"A","A","A","A","A","A","A","A","A","A","A","A"
1624,56281,48,"full-time vocational school","married",2,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Centres","man",1952,"A","A","A","A","A","A","A","A","A","A","A","A"
1625,43181,31,"apprenticeship","married",2,0,-3,-3,"Ticino","Centres","woman",1969,"B","B","B","B","B","B","B","B","B","B","B","B"
1626,109111,53,"compulsory school, elementary vocational training","married",2,0,-3,-3,"North-west Switzerland  (BS, BL, AG)","Suburban communes","woman",1947,"D","D","C","C","C","C","C","C","C","C","C","C"
1627,24591,75,"apprenticeship","widower/widow",1,0,-3,-3,"North-west Switzerland  (BS, BL, AG)","Industrial and tertiary sector communes","man",1925,"D","D","D","D","D","D","D","D","D","D","D","D"
1628,2211,23,"maturity","single, never married",4,0,-3,-3,"Lake Geneva (VD, VS, GE)","Suburban communes","man",1977,"A","A","A","A","A","A","A","A","A","A","A","A"
1629,23171,18,"compulsory school, elementary vocational training","single, never married",3,3,16,9,"North-west Switzerland  (BS, BL, AG)","Mixed agricultural communes","woman",1982,"C","C","C","C","C","C","C","C","C","C","C","D"
1630,42071,55,"full-time vocational school","single, never married",1,0,-3,-3,"Ticino","Rural commuter communes","woman",1945,"D","D","D","D","D","D","D","D","D","D","D","D"
1631,50441,44,"apprenticeship","married",2,0,-3,-3,"Lake Geneva (VD, VS, GE)","Centres","woman",1956,"A","A","A","A","A","A","A","A","A","A","A","A"
1632,61231,37,"maturity","married",2,2,7,5,"Middleland (BE, FR, SO, NE, JU)","Centres","man",1963,"A","A","A","A","A","A","D","D","D","D","D","D"
1633,86461,39,"vocational high school","married",2,0,-3,-3,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Peripheral agricultural communes","man",1961,"A","A","A","A","A","A","A","A","A","A","A","A"
1634,76761,66,"apprenticeship","single, never married",1,0,-3,-3,"Zurich","Suburban communes","woman",1934,"D","D","D","D","D","D","D","D","D","D","D","D"
1635,87361,29,"apprenticeship","single, never married",5,0,-3,-3,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Centres","man",1971,"D","D","D","D","D","D","D","A","A","A","B","B"
1636,18061,22,"apprenticeship","single, never married",3,1,9,9,"Middleland (BE, FR, SO, NE, JU)","Industrial and tertiary sector communes","man",1978,"D","D","D","D","D","D","D","D","D","D","D","D"
1637,115251,16,"compulsory school, elementary vocational training","single, never married",3,1,16,16,"Lake Geneva (VD, VS, GE)","Peripheral urban communes","woman",1984,"D","D","D","D","D","D","D","D","D","D","D","D"
1638,110431,41,"domestic science course, 1 year school of commerce","married",2,3,11,6,"Zurich","Wealthy communes","woman",1959,"B","B","B","B","B","B","B","B","B","B","B","B"
1639,122031,52,"university, higher specialized school","married",3,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Suburban communes","man",1948,"A","A","A","A","A","A","A","A","A","A","A","A"
1640,6211,61,"full-time vocational school","married",2,0,-3,-3,"Lake Geneva (VD, VS, GE)","Industrial and tertiary sector communes","man",1939,"A","A","A","A","A","A","A","A","A","A","A","A"
1641,29421,68,"university, higher specialized school","married",2,0,-3,-3,"Zurich","Suburban communes","woman",1932,"D","D","D","D","D","D","D","D","D","D","D","D"
1642,55171,36,"apprenticeship","married",2,2,10,5,"Middleland (BE, FR, SO, NE, JU)","Suburban communes","woman",1964,"D","D","D","D","D","D","D","D","D","D","D","D"
1643,121741,84,"technical or vocational school","widower/widow",1,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Centres","man",1916,"D","D","D","D","D","D","D","D","D","D","D","D"
1644,99941,27,"maturity","married",2,2,4,2,"Middleland (BE, FR, SO, NE, JU)","Mixed agricultural communes","woman",1973,"A","A","A","A","A","A","A","A","A","A","C","C"
1645,89811,38,"vocational high school","married",2,3,11,7,"Central Switzerland  (LU, UR, SZ, OW, NW, ZG)","Mixed agricultural communes","man",1962,"A","A","A","A","A","A","A","A","A","A","A","A"
1646,38911,40,"vocational high education","single, never married",2,0,-3,-3,"Central Switzerland  (LU, UR, SZ, OW, NW, ZG)","Wealthy communes","man",1960,"A","A","A","A","A","A","A","A","A","A","A","A"
1647,102721,25,"maturity","single, never married",4,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Suburban communes","woman",1975,"C","C","C","C","C","C","C","C","C","C","C","C"
1648,26861,46,"full-time vocational school","married",2,3,8,6,"Zurich","Centres","man",1954,"A","A","A","A","A","A","A","A","A","A","A","A"
1649,30161,15,"incomplete compulsory school","single, never married",4,1,15,15,"Zurich","Suburban communes","man",1985,"A","A","A","A","A","A","A","A","A","A","A","A"
1650,1851,41,"apprenticeship","married",2,1,12,12,"Lake Geneva (VD, VS, GE)","Suburban communes","woman",1959,"D","D","D","D","D","D","D","D","A","A","A","A"
1651,45061,37,"university, higher specialized school","married",2,1,1,1,"Ticino","Peripheral urban communes","man",1963,"A","A","A","A","A","A","A","A","A","A","A","A"
1652,72711,26,"apprenticeship","married",2,1,1,1,"North-west Switzerland  (BS, BL, AG)","Centres","woman",1974,"D","D","D","D","D","D","D","D","D","D","D","D"
1653,77591,35,"university, higher specialized school","married",2,1,0,0,"Zurich","Centres","woman",1965,"C","C","C","C","C","C","C","C","C","B","B","B"
1654,139351,18,"apprenticeship","single, never married",4,1,16,16,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Industrial and tertiary sector communes","man",1982,"A","A","A","A","A","A","A","A","A","A","A","A"
1655,36551,58,"apprenticeship","married",2,0,-3,-3,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Peripheral urban communes","woman",1942,"B","B","B","B","B","B","B","B","B","B","B","B"
1656,44821,37,"maturity","single, never married",1,0,-3,-3,"Ticino","Centres","woman",1963,"A","A","A","A","A","A","A","A","A","A","A","A"
1657,25271,74,"full-time vocational school","married",2,0,-3,-3,"Zurich","Wealthy communes","woman",1926,"D","D","D","D","D","D","D","D","D","D","D","D"
1658,6881,38,"apprenticeship","married",2,2,9,6,"Lake Geneva (VD, VS, GE)","Suburban communes","man",1962,"A","A","A","A","A","A","A","A","A","A","A","A"
1659,125431,24,"apprenticeship","single, never married",1,0,-3,-3,"Zurich","Centres","woman",1976,"A","A","A","A","A","A","A","A","A","A","A","A"
1660,145481,59,"apprenticeship","married",2,0,-3,-3,"Zurich","Wealthy communes","man",1941,"A","A","A","A","A","A","A","A","A","A","A","A"
1661,35281,36,"apprenticeship","married",2,3,7,3,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Industrial and tertiary sector communes","woman",1964,"C","C","C","C","C","C","C","C","C","C","C","C"
1662,11541,59,"domestic science course, 1 year school of commerce","married",2,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Industrial and tertiary sector communes","woman",1941,"A","A","A","A","A","A","A","A","A","A","A","A"
1663,22741,59,"university, higher specialized school","married",4,0,-3,-3,"North-west Switzerland  (BS, BL, AG)","Centres","man",1941,"B","B","B","B","B","B","B","B","A","A","A","A"
1664,116091,35,"university, higher specialized school","divorced",1,0,-3,-3,"Lake Geneva (VD, VS, GE)","Peripheral urban communes","woman",1965,"A","A","A","A","A","A","A","A","A","A","A","A"
1665,64511,28,"apprenticeship","single, never married",2,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Peripheral urban communes","man",1972,"A","A","A","A","A","A","A","A","A","A","A","A"
1666,135611,22,"apprenticeship","single, never married",5,2,16,15,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Mixed agricultural communes","man",1978,"B","B","B","B","B","B","B","B","B","B","B","B"
1667,51991,47,"university, higher specialized school","married",3,1,17,17,"Lake Geneva (VD, VS, GE)","Wealthy communes","man",1953,"A","A","A","A","A","A","A","A","A","A","A","A"
1668,109641,48,"maturity","married",2,4,11,6,"North-west Switzerland  (BS, BL, AG)","Rural commuter communes","man",1952,"A","A","A","A","A","A","A","A","A","A","A","A"
1669,16681,27,"university, higher specialized school","single, never married",2,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Suburban communes","woman",1973,"B","B","B","B","B","B","B","B","B","B","B","B"
1670,12571,54,"apprenticeship","married",2,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Suburban communes","woman",1946,"B","B","B","B","B","B","B","B","B","B","B","B"
1671,44181,28,"university, higher specialized school","married",2,0,-3,-3,"Ticino","Centres","woman",1972,"A","A","A","A","A","A","A","A","A","A","A","A"
1672,139711,69,"vocational high school","married",2,0,-3,-3,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Suburban communes","man",1931,"D","D","D","D","D","D","D","D","D","D","D","D"
1673,60841,43,"domestic science course, 1 year school of commerce","married",3,1,13,13,"Middleland (BE, FR, SO, NE, JU)","Industrial and tertiary sector communes","man",1957,"A","A","A","A","A","A","A","A","A","A","A","A"
1674,65521,14,"incomplete compulsory school","single, never married",2,1,14,14,"Middleland (BE, FR, SO, NE, JU)","Mixed agricultural communes","man",1986,"D","D","D","D","D","D","D","D","D","D","D","D"
1675,86581,59,"apprenticeship","married",2,0,-3,-3,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Industrial and tertiary sector communes","man",1941,"A","A","A","A","A","A","A","A","A","A","A","A"
1676,117311,62,"full-time vocational school","married",2,0,-3,-3,"Lake Geneva (VD, VS, GE)","Suburban communes","woman",1938,"C","C","C","C","C","C","C","C","C","D","D","D"
1677,1901,76,"technical or vocational school","married",2,0,-3,-3,"Lake Geneva (VD, VS, GE)","Centres","man",1924,"D","D","D","D","D","D","D","D","D","D","D","D"
1678,80511,36,"apprenticeship","married",2,4,7,5,"Zurich","Suburban communes","man",1964,"A","A","A","A","A","A","A","A","A","A","A","A"
1679,69471,33,"apprenticeship","married",2,5,16,2,"North-west Switzerland  (BS, BL, AG)","Suburban communes","man",1967,"A","A","A","A","A","A","A","A","A","A","A","A"
1680,128111,68,"vocational high education","married",2,0,-3,-3,"Zurich","Wealthy communes","man",1932,"D","D","D","D","D","D","D","D","D","D","D","D"
1681,100391,52,"domestic science course, 1 year school of commerce","married",2,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Suburban communes","woman",1948,"B","B","B","B","B","B","B","B","B","B","B","B"
1682,19311,51,"apprenticeship","married",2,1,16,16,"North-west Switzerland  (BS, BL, AG)","Peripheral urban communes","man",1949,"A","A","A","A","A","A","A","A","A","A","A","A"
1683,97931,43,"vocational high education","married",2,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Rural commuter communes","man",1957,"A","A","A","A","A","A","A","A","A","A","A","A"
1684,76191,33,"apprenticeship","married",2,4,15,4,"Zurich","Peripheral urban communes","woman",1967,"C","C","C","C","C","C","C","C","C","C","D","D"
1685,117741,33,"vocational high education","married",2,1,1,1,"Lake Geneva (VD, VS, GE)","Centres","man",1967,"A","A","A","A","A","A","A","A","A","D","D","D"
1686,129181,43,"apprenticeship","single, never married",1,0,-3,-3,"Zurich","Peripheral urban communes","man",1957,"A","A","A","A","A","A","A","A","A","A","B","B"
1687,81111,55,"maturity","married",4,0,-3,-3,"Zurich","Peripheral urban communes","woman",1945,"D","D","D","D","D","D","D","D","D","D","D","D"
1688,5371,71,"full-time vocational school","divorced",1,0,-3,-3,"Lake Geneva (VD, VS, GE)","Centres","woman",1929,"D","D","D","D","D","D","D","D","D","D","D","D"
1689,2471,16,"compulsory school, elementary vocational training","single, never married",2,3,16,11,"Lake Geneva (VD, VS, GE)","Peripheral urban communes","woman",1984,"D","D","D","D","D","D","D","D","D","D","D","D"
1690,57291,40,"vocational high education","married",2,3,10,5,"Middleland (BE, FR, SO, NE, JU)","Centres","man",1960,"A","A","A","A","A","A","A","A","A","A","A","A"
1691,88901,65,"compulsory school, elementary vocational training","married",3,0,-3,-3,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Centres","woman",1935,"D","D","D","D","D","D","D","D","D","D","D","D"
1692,44191,33,"apprenticeship","married",2,2,7,0,"Ticino","Suburban communes","woman",1967,"D","D","D","D","D","D","D","D","D","D","D","D"
1693,83811,25,"apprenticeship","single, never married",2,0,-3,-3,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Rural commuter communes","woman",1975,"C","C","C","C","C","C","C","C","C","C","C","C"
1694,113191,42,"vocational high school","married",2,3,12,10,"Zurich","Suburban communes","man",1958,"A","A","A","A","A","A","A","A","A","A","A","A"
1695,58871,76,"apprenticeship","widower/widow",1,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Industrial and tertiary sector communes","man",1924,"D","D","D","D","D","D","D","D","D","D","D","D"
1696,76361,42,"domestic science course, 1 year school of commerce","married",2,2,15,13,"Zurich","Peripheral urban communes","woman",1958,"C","C","C","C","C","C","C","C","C","C","C","C"
1697,24341,37,"university, higher specialized school","married",2,2,8,6,"North-west Switzerland  (BS, BL, AG)","Suburban communes","man",1963,"A","A","A","A","A","A","A","A","A","A","A","A"
1698,83581,18,"compulsory school, elementary vocational training","single, never married",4,2,14,9,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Peripheral agricultural communes","woman",1982,"A","A","A","A","A","A","A","A","A","A","A","A"
1699,78181,29,"apprenticeship","single, never married",2,1,9,9,"Zurich","Centres","woman",1971,"A","A","A","A","A","A","D","D","D","A","A","A"
1700,98001,56,"compulsory school, elementary vocational training","married",3,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Centres","woman",1944,"B","B","B","B","B","B","B","B","B","B","B","B"
1701,25661,76,"maturity","married",2,0,-3,-3,"Zurich","Suburban communes","woman",1924,"D","D","D","D","D","D","D","D","D","D","D","D"
1702,95251,52,"full-time vocational school","single, never married",1,1,12,12,"Ticino","Suburban communes","woman",1948,"A","A","A","A","A","A","A","A","A","A","A","A"
1703,65861,29,"apprenticeship","married",2,2,3,1,"Middleland (BE, FR, SO, NE, JU)","Suburban communes","woman",1971,"C","C","D","D","D","C","C","C","C","B","B","B"
1704,40881,38,"full-time vocational school","married",2,3,5,2,"Central Switzerland  (LU, UR, SZ, OW, NW, ZG)","Rural commuter communes","woman",1962,"C","D","D","C","C","C","C","C","C","C","C","C"
1705,104001,41,"apprenticeship","married",2,1,12,12,"North-west Switzerland  (BS, BL, AG)","Peripheral urban communes","woman",1959,"B","B","B","B","B","B","B","B","B","B","B","B"
1706,10511,37,"compulsory school, elementary vocational training","married",2,2,15,4,"Middleland (BE, FR, SO, NE, JU)","Suburban communes","woman",1963,"D","D","D","D","D","D","D","D","D","D","D","D"
1707,146501,25,"maturity","single, never married",4,0,-3,-3,"Central Switzerland  (LU, UR, SZ, OW, NW, ZG)","Centres","woman",1975,"D","D","D","D","D","D","D","D","D","D","D","D"
1708,117271,58,"university, higher specialized school","married",3,0,-3,-3,"Lake Geneva (VD, VS, GE)","Suburban communes","woman",1942,"B","B","B","B","B","B","B","B","A","A","B","B"
1709,25081,55,"apprenticeship","married",3,1,16,16,"Zurich","Suburban communes","man",1945,"A","A","A","A","A","A","A","A","A","A","A","A"
1710,72121,56,"apprenticeship","single, never married",1,0,-3,-3,"North-west Switzerland  (BS, BL, AG)","Peripheral urban communes","man",1944,"A","A","A","A","A","A","A","A","A","A","A","A"
1711,20651,71,"full-time vocational school","married",3,0,-3,-3,"North-west Switzerland  (BS, BL, AG)","Suburban communes","man",1929,"D","D","D","D","D","D","D","D","D","D","D","D"
1712,93011,50,"technical or vocational school","married",2,3,16,9,"Central Switzerland  (LU, UR, SZ, OW, NW, ZG)","Mixed agricultural communes","man",1950,"A","A","A","A","A","A","A","A","A","A","A","A"
1713,56471,49,"apprenticeship","married",2,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Centres","woman",1951,"D","D","D","D","D","D","D","D","C","B","B","B"
1714,32041,16,"compulsory school, elementary vocational training","single, never married",3,1,15,15,"Zurich","Centres","woman",1984,"C","C","C","C","C","C","C","C","C","C","D","D"
1715,55121,62,"compulsory school, elementary vocational training","married",3,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Industrial and tertiary sector communes","man",1938,"A","A","A","A","A","A","A","A","A","A","A","A"
1716,94861,23,"apprenticeship","single, never married",3,1,13,13,"Ticino","Peripheral urban communes","man",1977,"A","A","A","A","A","A","A","A","A","A","A","A"
1717,87411,36,"apprenticeship","divorced",1,1,8,8,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Suburban communes","woman",1964,"B","B","B","B","B","B","B","B","B","B","B","B"
1718,81601,39,"apprenticeship","single, never married",1,2,15,10,"Zurich","Peripheral urban communes","woman",1961,"B","B","B","B","B","B","B","B","B","B","B","B"
1719,84091,38,"apprenticeship","married",2,2,4,0,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Centres","woman",1962,"D","D","D","D","D","D","D","D","D","D","D","D"
1720,16281,19,"compulsory school, elementary vocational training","single, never married",4,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Rural commuter communes","man",1981,"A","A","A","A","A","A","A","A","A","A","A","A"
1721,26561,41,"university, higher specialized school","married",2,3,5,2,"Zurich","Centres","woman",1959,"B","B","B","B","B","B","B","B","B","D","D","D"
1722,47491,48,"apprenticeship","married",2,1,12,12,"Lake Geneva (VD, VS, GE)","Suburban communes","man",1952,"A","A","A","A","A","A","A","A","A","A","A","A"
1723,79621,24,"apprenticeship","single, never married",2,0,-3,-3,"Zurich","Peripheral urban communes","man",1976,"A","A","A","A","A","A","A","A","A","A","A","A"
1724,75911,55,"domestic science course, 1 year school of commerce","divorced",1,0,-3,-3,"Zurich","Suburban communes","woman",1945,"A","A","A","A","A","A","A","A","A","A","A","A"
1725,109241,64,"university, higher specialized school","married",2,0,-3,-3,"North-west Switzerland  (BS, BL, AG)","Suburban communes","woman",1936,"C","C","C","C","C","C","C","C","C","C","C","C"
1726,128411,37,"full-time vocational school","married",2,3,12,8,"Zurich","Wealthy communes","woman",1963,"D","D","D","D","D","D","D","D","D","D","D","D"
1727,74801,66,"general training school","divorced",1,0,-3,-3,"Zurich","Centres","woman",1934,"D","D","D","D","D","D","D","D","D","D","D","D"
1728,18291,58,"compulsory school, elementary vocational training","divorced",1,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Industrial and tertiary sector communes","man",1942,"A","A","A","A","A","A","A","A","A","A","A","A"
1729,74271,28,"university, higher specialized school","single, never married",4,0,-3,-3,"Zurich","Wealthy communes","woman",1972,"C","C","C","C","C","C","A","A","D","D","D","D"
1730,122261,18,"compulsory school, elementary vocational training","single, never married",3,2,13,11,"Middleland (BE, FR, SO, NE, JU)","Centres","woman",1982,"D","D","D","D","D","D","C","C","D","D","D","D"
1731,1341,32,"compulsory school, elementary vocational training","married",2,3,9,4,"Lake Geneva (VD, VS, GE)","Suburban communes","woman",1968,"D","D","D","D","D","D","D","D","D","D","D","D"
1732,45961,69,"apprenticeship","married",2,0,-3,-3,"Lake Geneva (VD, VS, GE)","Centres","woman",1931,"D","D","D","D","D","D","D","D","D","D","D","D"
1733,52481,21,"maturity","single, never married",3,0,-3,-3,"Lake Geneva (VD, VS, GE)","Mixed agricultural communes","man",1979,"D","D","D","D","D","D","D","C","C","C","C","C"
1734,91251,15,"compulsory school, elementary vocational training","single, never married",2,2,15,13,"Central Switzerland  (LU, UR, SZ, OW, NW, ZG)","Suburban communes","woman",1985,"D","D","D","D","D","D","D","D","D","D","D","D"
1735,93731,28,"vocational high school","single, never married",1,0,-3,-3,"Central Switzerland  (LU, UR, SZ, OW, NW, ZG)","Centres","man",1972,"B","B","B","B","B","B","B","B","B","B","A","A"
1736,72711,29,"vocational high education","married",2,1,1,1,"North-west Switzerland  (BS, BL, AG)","Centres","man",1971,"A","A","A","A","A","A","A","A","A","A","A","A"
1737,91251,42,"apprenticeship","married",2,2,15,13,"Central Switzerland  (LU, UR, SZ, OW, NW, ZG)","Suburban communes","woman",1958,"C","C","C","C","C","C","D","D","C","C","C","C"
1738,2951,59,"apprenticeship","married",2,0,-3,-3,"Lake Geneva (VD, VS, GE)","Suburban communes","man",1941,"A","A","A","A","A","A","A","A","A","A","A","A"
1739,19241,18,"compulsory school, elementary vocational training","single, never married",2,3,16,10,"Middleland (BE, FR, SO, NE, JU)","Centres","man",1982,"A","A","A","A","A","A","A","A","A","A","A","A"
1740,126671,32,"vocational high school","married",2,1,0,0,"Lake Geneva (VD, VS, GE)","Peripheral agricultural communes","man",1968,"B","B","B","B","B","B","B","B","B","B","B","B"
1741,53121,51,"apprenticeship","married",3,0,-3,-3,"Lake Geneva (VD, VS, GE)","Suburban communes","woman",1949,"B","B","B","B","B","B","B","B","B","B","B","B"
1742,34091,32,"apprenticeship","divorced",1,2,9,7,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Centres","woman",1968,"B","B","B","B","B","B","B","B","B","B","B","B"
1743,14811,31,"apprenticeship","married",2,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Centres","woman",1969,"A","A","A","D","D","D","D","D","D","D","D","B"
1744,17951,57,"apprenticeship","married",3,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Suburban communes","man",1943,"A","A","A","A","A","A","A","A","A","A","A","A"
1745,97661,69,"apprenticeship","married",2,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Mixed agricultural communes","woman",1931,"C","C","C","C","C","C","C","C","C","C","C","C"
1746,100801,20,"compulsory school, elementary vocational training","single, never married",5,1,16,16,"Middleland (BE, FR, SO, NE, JU)","Suburban communes","woman",1980,"A","A","A","A","A","A","A","A","A","A","A","D"
1747,42991,14,"incomplete compulsory school","single, never married",4,2,15,12,"Ticino","Centres","woman",1986,"D","D","D","D","D","D","D","D","D","D","D","D"
1748,15201,35,"full-time vocational school","married",2,3,9,4,"Middleland (BE, FR, SO, NE, JU)","Mixed agricultural communes","man",1965,"A","A","A","A","A","A","A","A","A","A","A","A"
1749,29581,41,"apprenticeship","married",2,3,11,6,"Zurich","Peripheral urban communes","man",1959,"A","A","A","A","A","A","A","A","A","A","A","A"
1750,90121,59,"full-time vocational school","married",2,0,-3,-3,"Central Switzerland  (LU, UR, SZ, OW, NW, ZG)","Suburban communes","woman",1941,"B","B","B","B","B","B","B","B","B","B","B","B"
1751,115601,46,"full-time vocational school","single, never married",1,0,-3,-3,"Lake Geneva (VD, VS, GE)","Centres","man",1954,"A","A","A","A","A","A","A","A","A","A","A","A"
1752,132071,65,"university, higher specialized school","married",4,0,-3,-3,"Zurich","Centres","man",1935,"A","A","A","A","A","A","A","A","A","A","A","A"
1753,125621,36,"university, higher specialized school","married",2,2,7,3,"Lake Geneva (VD, VS, GE)","Peripheral urban communes","woman",1964,"B","A","A","B","B","B","D","D","D","D","D","D"
1754,65431,25,"apprenticeship","single, never married",2,1,4,4,"Middleland (BE, FR, SO, NE, JU)","Mixed agricultural communes","woman",1975,"C","C","C","C","C","C","C","C","C","C","C","C"
1755,58321,38,"compulsory school, elementary vocational training","separated",2,1,10,10,"Middleland (BE, FR, SO, NE, JU)","Rural commuter communes","woman",1962,"A","A","A","A","A","A","A","A","A","A","A","A"
1756,27041,36,"apprenticeship","married",2,1,3,3,"Zurich","Wealthy communes","woman",1964,"C","C","C","C","C","C","C","C","C","C","C","C"
1757,132931,15,"compulsory school, elementary vocational training","single, never married",3,1,15,15,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Industrial and tertiary sector communes","man",1985,"D","D","D","D","D","D","D","A","A","A","A","A"
1758,128361,47,"apprenticeship","separated",3,0,-3,-3,"Zurich","Wealthy communes","woman",1953,"B","B","B","B","B","B","B","B","B","B","B","B"
1759,115841,50,"maturity","married",4,0,-3,-3,"Lake Geneva (VD, VS, GE)","Suburban communes","woman",1950,"A","A","A","A","A","A","A","A","A","A","A","A"
1760,35531,64,"vocational high education","divorced",1,0,-3,-3,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Industrial and tertiary sector communes","woman",1936,"C","C","C","C","C","C","C","C","C","A","A","A"
1761,51551,34,"university, higher specialized school","single, never married",1,0,-3,-3,"Lake Geneva (VD, VS, GE)","Centres","woman",1966,"B","B","B","B","B","B","B","B","B","B","C","C"
1762,60411,66,"compulsory school, elementary vocational training","married",3,0,-3,-3,"Lake Geneva (VD, VS, GE)","Tourist communes","man",1934,"D","D","D","D","D","D","D","D","D","D","D","D"
1763,98421,37,"apprenticeship","married",2,5,7,1,"Middleland (BE, FR, SO, NE, JU)","Mixed agricultural communes","woman",1963,"D","D","D","D","D","D","D","D","D","D","D","D"
1764,93011,16,"compulsory school, elementary vocational training","single, never married",2,3,16,9,"Central Switzerland  (LU, UR, SZ, OW, NW, ZG)","Mixed agricultural communes","man",1984,"A","A","A","A","A","A","A","A","A","A","A","A"
1765,7721,36,"university, higher specialized school","single, never married",2,0,-3,-3,"Lake Geneva (VD, VS, GE)","Centres","man",1964,"A","A","A","A","A","A","A","A","A","A","A","A"
1766,125511,35,"university, higher specialized school","married",2,0,-3,-3,"Lake Geneva (VD, VS, GE)","Suburban communes","man",1965,"A","A","A","A","A","A","A","A","A","A","A","A"
1767,43801,46,"full-time vocational school","married",2,2,17,14,"Ticino","Suburban communes","woman",1954,"C","C","C","C","C","C","D","D","D","D","C","C"
1768,121021,47,"maturity","married",3,1,17,17,"Lake Geneva (VD, VS, GE)","Suburban communes","woman",1953,"D","D","D","D","D","D","D","D","D","D","D","D"
1769,46901,29,"apprenticeship","single, never married",1,0,-3,-3,"Lake Geneva (VD, VS, GE)","Centres","man",1971,"A","A","A","A","A","A","A","A","A","A","A","A"
1770,55551,39,"university, higher specialized school","married",2,3,12,8,"Middleland (BE, FR, SO, NE, JU)","Suburban communes","woman",1961,"C","C","C","C","C","C","C","C","C","C","B","B"
1771,63891,36,"apprenticeship","divorced",1,2,13,10,"Middleland (BE, FR, SO, NE, JU)","Peripheral agricultural communes","woman",1964,"B","B","B","B","B","B","B","B","B","B","B","B"
