"family1","family13","family25","family37","family49","family61","family73","family85","family97","family109","family121","family133","family145","family157","family169","family181","family193","family205","family217","family229","family241","family253"
"S","LAT","LAT","LAT","LAT","LAT","LAT","LAT","MAR","MAR","MAR","MAR","MAR","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1"
"S","LAT","COH","COH","COH","COH","COH","COH","COH","COH","COH","COH","COH","COH","S","S","S","S","S","S","S","S"
"S","S","S","COH","COH","COH","COH","COHc","COHc","COHc","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1"
"S","S","S","S","COH","MAR","MAR","MAR","MAR","MAR","MAR","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc2+","MARc2+","MARc2+"
"S","S","LAT","LAT","MAR","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","Sc","Sc","LATc","LATc","COHc","COHc","COHc","COHc","COHc","COHc","COHc"
"S","S","S","S","COH","COH","COH","S","COH","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","MARc2+","MARc2+"
"S","S","LAT","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1"
"LAT","COH","COH","COH","COH","COH","MAR","MAR","MAR","MAR","MAR","MAR","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","LAT","COH","COH","COH","COHc","COHc","COHc","COHc","COHc","COHc","COHc"
"LAT","LAT","LAT","S","LAT","LAT","LAT","LAT","S","S","S","LAT","LAT","LAT","LAT","LAT","LAT","COH","COH","COH","COH","S"
"LAT","LAT","LAT","LAT","LAT","LAT","LAT","LAT","LAT","LAT","LAT","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc"
"S","S","S","S","S","S","S","S","S","COH","COH","COH","COH","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MARc1","MARc1"
"S","LAT","LAT","LAT","LAT","COH","MAR","MARc1","MARc1","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","LATc","COHc","COHc","COHc","Sc","Sc"
"COH","COH","COH","COH","COH","COH","COH","COH","COH","COH","COH","COH","COHc","COHc","COHc","COHc","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1"
"S","S","COH","COH","COH","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","Sc","Sc","Sc","Sc","LATc","COHc","COHc"
"S","S","S","S","S","S","S","S","S","S","S","S","S","S","S","S","S","S","S","S","S","S"
"S","S","S","S","LAT","LAT","LAT","LAT","LAT","LAT","COH","COH","COH","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc"
"S","S","S","S","S","S","LAT","LAT","LAT","COH","COH","COH","COHc","COHc","COHc","COHc","Sc","Sc","Sc","Sc","LATc","LATc"
"LAT","LAT","LAT","LAT","LAT","LAT","LAT","COH","COH","COH","COH","MAR","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1"
"S","S","S","LAT","LAT","LAT","LAT","LAT","LAT","LAT","S","S","LAT","LAT","COH","COH","COH","COHc","COHc","MARc1","MARc1","MARc2+"
"LAT","COH","COH","COH","COH","COH","COH","COH","COH","COHc","MARc1","MARc1","LATc","LATc","Sc","Sc","Sc","LATc","LATc","COHc","COHc","COHc"
"S","S","S","S","S","S","LAT","LAT","LAT","COH","COH","COH","MAR","MAR","MAR","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1"
"S","S","S","S","S","S","S","S","LAT","COH","COH","COH","COH","COH","MAR","MAR","MARc1","MARc1","MARc1","MARc2+","MARc2+","MARc2+"
"LAT","S","S","LAT","LAT","LAT","LAT","LAT","LAT","COH","COH","COH","COH","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc"
"S","S","S","S","S","S","S","S","S","LAT","COH","COH","COH","COH","COH","MAR","MAR","MAR","MAR","MAR","MARc1","MARc1"
"S","LAT","LAT","COHc","COHc","COHc","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1"
"LAT","LAT","LATc","COHc","COHc","COHc","MARc1","MARc1","MARc2+","MARc2+","MARc2+","LATc","COHc","COHc","COHc","COHc","COHc","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"S","S","LAT","COH","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","Sc","Sc","Sc","Sc","Sc","Sc","Sc","Sc","Sc","Sc"
"S","S","LAT","S","S","S","S","LAT","S","S","S","S","S","S","LAT","COH","COH","COH","COH","COH","COHc","COHc"
"COH","COH","COH","COH","COH","COHc","COHc","COHc","Sc","COHc","COHc","COHc","COHc","COHc","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"S","LAT","LAT","LAT","LATc","LATc","LATc","LATc","LATc","LATc","LATc","LATc","Sc","COHc","COHc","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"S","S","S","S","LAT","COH","COH","COH","COH","COH","COHc","COHc","COHc","COHc","COHc","COHc","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"S","LAT","LAT","COH","COH","COHc","COHc","COHc","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"S","LAT","LAT","LAT","COH","MAR","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1"
"S","S","LAT","COH","MAR","MAR","MAR","MAR","MAR","MAR","MARc1","MARc1","MARc1","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"LAT","LAT","LAT","LAT","LAT","S","COH","COH","COH","COH","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","COHc","COHc","COHc","COHc","COHc"
"LAT","LAT","LAT","COH","COH","COH","COH","MARc1","MARc1","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"LAT","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"S","S","S","S","S","S","S","S","LAT","COH","COH","COHc","COHc","COHc","COHc","COHc","COHc","COHc","MARc2+","MARc2+","MARc2+","MARc2+"
"S","S","S","LAT","LAT","LAT","COH","MAR","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"S","S","S","S","LAT","LAT","S","S","S","S","S","S","S","S","S","S","S","S","S","S","S","S"
"S","LAT","LAT","LAT","S","S","S","LAT","COH","COH","COH","COH","MAR","MAR","MAR","MAR","MAR","MAR","LAT","COH","COH","COH"
"LAT","LAT","LAT","LAT","LAT","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1"
"LAT","LAT","LAT","LAT","S","S","S","S","S","S","LAT","COH","COH","COH","COH","COHc","COHc","COHc","MARc1","MARc1","MARc1","MARc1"
"LAT","COH","COH","LAT","LAT","COH","COH","COH","COH","S","S","LAT","LAT","LAT","S","S","S","S","S","S","S","S"
"LAT","COH","COH","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MARc1","MARc1","MARc1","LATc","COHc","COHc","COHc","COHc","COHc","COHc","MARc2+","MARc2+"
"S","S","S","S","S","S","S","S","S","S","S","S","S","LAT","COH","COH","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1"
"LAT","LAT","LAT","COH","COH","COH","COH","S","S","COH","COH","MAR","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1"
"LAT","LAT","LAT","LAT","S","S","LAT","LAT","LAT","COH","COHc","COHc","MARc1","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"LAT","S","S","S","LAT","COH","COH","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"S","LAT","LAT","LAT","LAT","LAT","LAT","LAT","COH","COH","COH","COH","COH","COH","COH","COHc","Sc","LATc","LATc","Sc","Sc","Sc"
"S","LAT","COH","COH","COH","COH","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","LATc","LATc","LATc","Sc","Sc","LATc","Sc","LATc","COHc","COHc"
"S","S","S","S","S","S","S","S","S","S","S","S","S","LAT","S","COH","COHc","COHc","COHc","COHc","COHc","COHc"
"LAT","COH","COH","COH","COH","COH","COH","MAR","MAR","MAR","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"S","S","S","S","S","S","LAT","LAT","COH","COH","COH","COH","COH","MAR","MAR","MARc1","MARc1","MARc1","MARc1","MARc2+","MARc2+","MARc2+"
"LAT","LAT","S","LAT","COHc","COHc","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","Sc","Sc","Sc","Sc","Sc","Sc","Sc"
"LAT","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","LAT","LATc","LATc","COHc","COHc","COHc","COHc","COHc","COHc","COHc"
"LAT","LAT","LAT","COH","COH","MAR","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"COH","COH","COH","COHc","COHc","COHc","LATc","LATc","LATc","MARc1","MARc1","MARc1","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"S","S","S","S","COH","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"S","S","LAT","LAT","LAT","LAT","LAT","S","S","S","S","COH","COH","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","MARc1"
"S","LAT","COH","COH","COH","COH","COH","MAR","MAR","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","LATc","LATc","LATc","Sc"
"LAT","COH","COH","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","LATc","LATc","LATc","LATc","LATc","COHc","COHc"
"S","S","LAT","LAT","S","S","S","S","Sc","Sc","Sc","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc2+","MARc2+"
"S","COH","COH","COH","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"S","S","S","S","S","S","S","S","S","LAT","COH","COH","COH","COH","COH","COH","COH","COH","COH","COH","COH","COHc"
"LAT","LAT","COH","COH","COH","COH","COH","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","MARc2+","MARc2+","MARc2+"
"S","S","LAT","COH","COH","MAR","MAR","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc2+","MARc2+"
"LAT","LAT","COH","COH","COH","COH","MAR","MAR","MAR","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1"
"S","S","LAT","COHc","COHc","COHc","MARc1","MARc1","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"S","LAT","LAT","LAT","LAT","S","COH","MARc1","MARc1","MARc1","MARc1","Sc","Sc","LATc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc"
"S","S","S","S","LAT","LAT","LAT","LAT","LAT","LAT","COH","COH","S","S","S","S","S","S","LAT","COH","COH","COHc"
"COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","MARc2+","MARc2+","MARc2+"
"LAT","LAT","LAT","LAT","COH","COH","COH","COH","COH","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1"
"COH","COH","COH","COH","COH","COH","COH","COH","COH","S","LAT","LAT","COH","COH","COH","COH","MAR","MAR","MARc1","MARc1","MARc1","MARc1"
"S","S","S","COH","COHc","COHc","Sc","LATc","LATc","LATc","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"COH","COH","COH","COH","COH","COH","MAR","MARc1","LATc","LATc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc"
"LAT","COH","COH","COH","COH","COH","COH","COH","COH","COH","COH","COH","COH","COH","COHc","COHc","COHc","COHc","COHc","MARc2+","MARc2+","MARc2+"
"S","S","S","S","S","S","LAT","LAT","LAT","LAT","LAT","S","S","S","LAT","LAT","LAT","LAT","LAT","LAT","LAT","LAT"
"COH","COH","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"S","S","S","S","S","S","S","S","S","S","S","COH","COH","COH","COH","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1"
"LAT","LAT","COH","COH","COH","COH","MAR","MAR","MAR","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"LAT","S","S","S","LAT","COH","COH","COH","S","LAT","LAT","COH","COH","COH","COH","COH","COH","COHc","COHc","COHc","COHc","COHc"
"LAT","LAT","COH","COH","COH","COH","COH","COHc","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"LAT","COH","COH","COH","COH","COH","COH","COH","COH","COHc","MARc1","MARc1","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"S","S","S","S","S","S","S","S","S","S","S","COH","COH","COH","COH","COH","COH","COHc","COHc","COHc","COHc","COHc"
"COH","COH","COH","COH","COHc","COHc","COHc","COHc","MARc1","MARc1","MARc1","MARc1","Sc","LATc","LATc","LATc","LATc","LATc","COHc","COHc","MARc2+","MARc2+"
"LAT","LAT","S","S","S","S","S","S","S","MAR","MAR","MAR","MAR","MARc1","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"S","S","COH","COH","COH","COH","LAT","LAT","LAT","COH","COH","COH","COH","COH","COHc","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"LAT","LAT","LAT","LAT","COH","COH","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc"
"LAT","LAT","LAT","LAT","LAT","COH","COH","COH","COHc","COHc","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"LAT","LAT","LAT","LAT","MAR","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"S","S","S","S","S","S","S","LATc","MARc2+","MARc2+","Sc","Sc","Sc","Sc","Sc","Sc","Sc","Sc","Sc","Sc","Sc","Sc"
"LAT","LAT","LAT","COH","COH","COH","COH","COH","COH","COH","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc"
"LAT","LAT","LAT","LAT","LAT","COH","COH","COH","COH","COH","COH","MAR","MAR","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1"
"S","S","S","S","S","S","LAT","S","COH","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","Sc"
"S","S","LAT","LAT","LAT","LAT","COH","COH","COH","S","COH","COH","COH","COH","MAR","MARc1","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+"
"S","S","S","S","COH","COH","COH","COHc","COHc","Sc","Sc","Sc","Sc","Sc","Sc","Sc","Sc","Sc","Sc","LATc","Sc","Sc"
"LAT","COH","COH","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1"
"S","S","LAT","LAT","LAT","LAT","LAT","COH","MAR","MAR","MAR","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1"
"S","LAT","LAT","LAT","COH","COH","COH","COH","COH","COH","MAR","MAR","COH","COH","COH","COHc","COHc","COHc","COHc","MARc1","MARc1","MARc1"
"S","S","S","COH","COH","COH","COH","COH","S","S","LAT","LAT","LAT","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR"
"LAT","COH","COH","COH","COH","COH","COH","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","LATc","Sc","Sc","LATc","COHc","COHc"
"LAT","LAT","LAT","LAT","COH","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"S","S","S","S","LAT","LAT","LAT","LAT","LAT","COH","COH","COH","COH","S","S","Sc","COHc","COHc","COHc","COHc","COHc","COHc"
"S","S","S","S","S","LAT","LAT","LAT","COH","COH","COH","COH","MAR","MAR","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc2+","MARc2+"
"S","COH","COH","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","LAT","LAT","LAT","LAT","LAT","LAT","LAT","LAT","S","S","S"
"S","S","S","S","S","S","S","S","S","S","S","S","S","S","S","S","S","LAT","LAT","LAT","LAT","LAT"
"S","S","S","LAT","COH","S","S","S","Sc","COHc","COHc","COHc","COHc","COHc","COHc","Sc","LATc","COHc","COHc","COHc","COHc","COHc"
"S","S","LAT","COH","COH","COH","COH","COH","LAT","COH","S","S","LAT","LAT","COH","COH","LAT","LAT","COH","COH","COH","MAR"
"S","S","S","S","S","S","S","S","S","S","S","LAT","LAT","COH","COH","COH","COH","COH","COH","COHc","COHc","COHc"
